/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_068.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_068.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_068.jpg,0,0,0,8.486438E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_140.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_140.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_140.jpg,0,0,0,9.317954E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_211.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_211.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_211.jpg,0,0,0,0.0001163658
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_283.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_283.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_283.jpg,0,0,0,0.0001337642
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_355.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_355.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_355.jpg,0,0,0,0.0001699608
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_426.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_426.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_426.jpg,0,0,0,0.0001269454
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_497.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_497.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_497.jpg,0,0,0,0.0002693587
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_569.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_569.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_569.jpg,0,0,0,4.262722E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_640.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_640.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_640.jpg,0,0,0,5.41027E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_712.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_712.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_712.jpg,0,0,0,7.868135E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_783.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_783.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_783.jpg,0,0,0,9.235027E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_855.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_855.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_855.jpg,0,0,0,0.0001031931
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_25_927.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_25_927.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_25_927.jpg,0,0,0,0.000120624
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_000.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_000.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_000.jpg,0,0,0,7.279839E-05
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_073.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_073.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_073.jpg,0,0,0,0.0001655338
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_145.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_145.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_145.jpg,0,0,0,0.0001970724
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_219.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_219.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_219.jpg,0,0.1325397,0,0.04473969
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_294.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_294.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_294.jpg,0,0.3728793,0,0.3150796
/home/shomea/j/jaaaseru/Desktop/training data/IMG/center_2019_03_29_10_30_26_364.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/left_2019_03_29_10_30_26_364.jpg,/home/shomea/j/jaaaseru/Desktop/training data/IMG/right_2019_03_29_10_30_26_364.jpg,0,0.5472929,0,0.6323591
